#Frame      Mode1    Mode2    Mode3
     346  -39.417  182.141  146.664
     347  -41.558  180.522  145.241
     348  -44.260  180.680  143.440
     349  -43.043  180.815  143.069
     350  -39.683  179.814  143.122
     351  -39.484  181.933  147.130
     352  -39.354  184.094  146.509
     353  -39.844  181.902  144.902
     354  -39.232  182.102  143.963
     355  -39.803  179.591  143.274
     356  -38.499  182.437  143.411
     357  -40.642  184.709  143.735
     358  -38.584  185.818  142.359
     359  -38.465  184.507  141.889
     360  -38.313  183.046  140.049
     361  -40.957  183.491  138.266
     362  -41.217  184.007  138.363
     363  -38.198  183.495  139.334
     364  -36.455  182.974  139.491
     365  -35.967  180.618  138.526
     366  -34.623  183.287  138.472
     367  -36.670  181.408  140.267
     368  -38.629  182.916  139.268
     369  -37.197  182.742  139.328
     370  -38.798  182.041  140.767
     371  -41.371  183.440  140.859
     372  -41.094  183.647  142.371
     373  -41.251  182.353  140.934
     374  -39.430  183.977  141.534
     375  -39.149  183.208  139.815
     376  -39.423  184.817  138.542
     377  -38.723  186.186  139.265
     378  -38.134  183.616  138.446
     379  -40.065  185.068  140.141
     380  -40.140  184.729  140.977
     381  -41.093  185.076  140.420
     382  -40.118  185.618  140.375
     383  -42.689  185.514  141.616
     384  -40.034  185.953  142.590
     385  -42.457  184.139  141.849
     386  -42.745  183.093  140.580
     387  -41.300  182.915  139.980
     388  -40.473  181.454  139.463
     389  -39.312  181.224  138.616
     390  -40.047  184.197  140.097
     391  -38.867  180.787  140.340
     392  -40.107  181.171  141.170
     393  -38.739  179.599  141.325
     394  -36.349  182.714  141.189
     395  -38.495  182.376  142.131
     396  -39.838  184.223  142.926
     397  -41.088  184.502  141.461
     398  -42.854  182.433  142.966
     399  -42.861  181.433  144.889
     400  -42.638  177.715  143.964
     401  -41.306  179.797  142.919
     402  -41.522  179.678  142.363
     403  -39.913  179.435  143.407
     404  -41.378  180.483  144.571
     405  -39.340  178.751  143.676
     406  -38.280  177.123  142.052
     407  -38.480  179.240  145.486
     408  -36.499  178.677  142.198
     409  -38.007  180.241  141.338
     410  -37.628  178.111  140.231
     411  -39.649  180.040  140.936
     412  -39.840  179.872  140.737
     413  -40.279  180.072  140.579
     414  -42.198  179.561  141.301
     415  -43.305  181.035  139.466
     416  -43.263  178.945  141.128
     417  -44.675  178.964  141.241
     418  -47.610  180.390  143.260
     419  -47.085  180.003  143.533
     420  -47.185  177.670  143.417
     421  -45.457  179.068  143.702
     422  -43.837  178.503  142.344
     423  -41.049  178.292  142.130
     424  -41.222  178.989  141.722
     425  -43.663  177.665  143.486
     426  -44.058  179.357  145.507
     427  -47.029  181.112  146.690
     428  -47.555  182.631  147.820
     429  -49.158  179.107  148.125
     430  -51.169  180.123  148.532
     431  -54.026  181.930  148.552
     432  -53.330  182.670  146.682
     433  -53.299  182.803  143.083
     434  -50.708  180.896  142.106
     435  -51.474  181.192  142.030
     436  -52.185  180.327  142.611
     437  -52.689  179.358  144.547
     438  -52.166  181.488  143.198
     439  -51.652  182.434  143.163
     440  -57.978  181.530  142.761
     441  -57.752  178.392  143.914
     442  -59.895  180.648  146.370
     443  -59.764  178.601  145.183
     444  -58.682  180.104  146.313
     445  -57.754  181.454  145.009
     446  -58.276  181.150  144.614
     447  -58.082  182.983  146.356
     448  -57.974  185.098  147.011
     449  -58.450  183.685  145.735
     450  -56.979  183.777  145.620
     451  -56.982  183.575  144.993
     452  -55.405  181.499  145.040
     453  -59.697  181.454  144.845
     454  -58.510  180.152  144.800
     455  -58.888  178.639  143.523
     456  -58.934  179.099  142.642
     457  -57.028  178.180  143.395
     458  -58.629  178.068  141.045
     459  -57.978  180.535  140.452
     460  -59.998  179.947  140.404
     461  -60.758  177.318  138.753
     462  -62.508  179.795  139.403
     463  -61.914  177.075  141.966
     464  -63.564  177.268  141.830
     465  -63.935  179.277  142.455
     466  -65.644  181.256  142.602
     467  -66.620  179.944  143.529
     468  -66.883  178.661  144.664
     469  -66.029  176.466  145.495
     470  -65.014  177.971  144.581
     471  -61.266  177.976  142.580
     472  -62.839  178.947  144.598
     473  -60.945  181.683  143.182
     474  -61.418  179.122  142.187
     475  -58.768  178.608  140.974
     476  -58.441  179.099  140.819
     477  -58.808  179.247  141.408
     478  -60.002  180.802  143.181
     479  -57.936  183.183  143.987
     480  -58.774  184.381  144.100
     481  -60.262  182.673  143.190
     482  -57.824  182.771  142.586
     483  -59.167  185.943  143.519
     484  -57.240  186.933  141.192
     485  -57.542  188.125  140.037
     486  -55.837  188.450  140.487
     487  -53.623  187.435  141.504
     488  -56.706  188.988  140.043
     489  -55.111  187.655  140.175
     490  -53.837  187.993  140.737
     491  -55.793  183.989  141.603
     492  -54.328  184.437  140.755
     493  -51.552  183.832  142.369
     494  -52.635  185.191  144.558
     495  -51.233  185.489  143.703
     496  -54.352  186.154  142.894
     497  -55.613  187.555  147.526
     498  -55.723  188.346  144.930
     499  -53.642  188.590  145.752
     500  -55.492  187.319  143.693
     501  -56.537  187.312  148.750
     502  -58.016  186.962  148.837
     503  -57.737  188.112  148.797
     504  -58.274  187.009  150.400
     505  -55.287  185.965  147.866
     506  -55.987  184.493  145.966
     507  -55.373  186.396  144.899
     508  -51.683  185.335  143.782
     509  -52.653  184.697  145.167
     510  -51.645  186.488  143.244
     511  -50.826  185.334  143.008
     512  -51.758  188.074  141.531
     513  -50.341  188.717  143.289
     514  -52.731  188.548  141.836
     515  -51.490  190.684  140.596
     516  -52.321  189.521  141.714
     517  -51.246  189.344  141.603
     518  -50.764  188.976  139.450
     519  -51.561  188.119  142.934
     520  -53.465  188.096  142.696
     521  -54.678  186.925  143.633
     522  -55.657  187.645  144.082
     523  -55.470  187.690  142.358
     524  -54.905  185.388  139.400
     525  -55.426  187.334  140.029
     526  -55.832  186.922  138.823
     527  -55.027  189.389  141.190
     528  -53.019  189.373  142.003
     529  -52.735  188.321  142.639
     530  -51.417  186.723  140.881
     531  -50.577  186.757  140.388
     532  -52.841  187.077  140.973
     533  -52.860  185.598  140.353
     534  -49.317  184.914  137.073
     535  -49.955  186.221  139.331
     536  -48.341  186.466  139.147
     537  -48.954  186.752  139.538
     538  -50.935  185.574  141.480
     539  -52.816  187.700  140.400
     540  -54.664  186.042  141.849
     541  -55.232  183.297  141.438
     542  -52.837  183.276  140.586
     543  -52.530  184.350  140.092
     544  -53.369  182.622  139.449
     545  -53.507  182.796  141.019
     546  -54.289  182.299  137.803
     547  -52.914  187.308  138.365
     548  -51.828  184.181  140.756
     549  -51.551  183.891  137.271
     550  -51.681  184.238  139.163
     551  -50.612  183.422  139.961
     552  -51.988  184.901  138.541
     553  -52.631  186.957  138.820
     554  -52.756  185.220  138.392
     555  -50.657  187.026  138.409
     556  -50.540  186.154  138.596
     557  -49.939  189.814  138.223
     558  -52.486  189.658  136.914
     559  -50.219  188.179  137.553
     560  -51.094  188.330  138.926
     561  -49.193  188.703  137.340
     562  -51.451  189.821  138.130
     563  -50.704  185.664  136.076
     564  -48.907  185.014  135.159
     565  -48.702  186.983  135.594
     566  -48.008  189.355  138.108
     567  -48.162  190.189  137.615
     568  -51.118  189.827  137.662
     569  -51.367  191.038  136.640
     570  -50.349  192.117  135.856
     571  -49.888  194.000  135.835
     572  -51.957  191.726  136.016
     573  -51.877  193.323  137.492
     574  -51.461  191.283  136.450
     575  -50.788  191.824  135.977
     576  -48.005  193.461  135.979
     577  -49.462  193.760  137.837
     578  -47.458  196.465  137.480
     579  -49.585  198.560  138.920
     580  -45.335  199.299  138.457
     581  -47.820  198.723  138.447
     582  -45.261  197.062  139.091
     583  -47.260  195.846  137.978
     584  -46.800  197.026  136.628
     585  -49.546  196.701  135.621
     586  -49.896  195.946  136.147
     587  -51.384  193.037  136.144
     588  -53.182  194.527  134.963
     589  -52.611  196.261  136.043
     590  -53.942  196.568  136.119
     591  -48.139  195.816  135.589
     592  -52.340  194.929  135.184
     593  -52.826  196.595  135.339
     594  -54.317  196.863  134.603
     595  -53.974  197.080  133.745
     596  -52.926  196.868  133.578
     597  -55.726  197.704  134.848
     598  -55.907  197.963  134.735
     599  -53.723  197.308  135.539
     600  -60.005  196.014  135.434
     601  -60.554  196.143  135.544
     602  -58.927  197.154  133.198
     603  -57.121  196.609  133.994
     604  -57.224  195.554  134.291
     605  -57.984  195.789  136.132
     606  -57.201  195.602  136.657
     607  -58.067  194.759  136.878
     608  -58.480  193.775  136.099
     609  -59.864  193.339  137.770
     610  -57.768  191.892  136.406
     611  -58.872  192.156  134.670
     612  -58.061  193.123  137.451
     613  -58.043  195.363  135.713
     614  -59.586  194.338  136.643
     615  -58.974  194.464  134.949
     616  -59.403  196.541  134.774
     617  -59.306  197.192  133.379
     618  -60.025  196.315  133.464
     619  -57.326  195.662  134.096
     620  -59.839  196.285  133.968
     621  -58.780  195.716  134.890
     622  -59.382  196.084  135.343
     623  -56.249  195.204  134.966
     624  -55.928  194.132  136.460
     625  -53.221  193.477  136.397
     626  -53.155  194.871  137.009
     627  -56.206  195.401  137.115
     628  -54.489  197.967  135.937
     629  -53.964  196.249  136.848
     630  -55.825  195.474  136.961
     631  -56.151  194.941  135.219
     632  -54.605  194.478  137.742
     633  -54.306  192.298  137.078
     634  -54.937  193.485  139.367
     635  -55.251  194.527  140.588
     636  -54.133  193.341  138.914
     637  -52.810  194.131  138.543
     638  -52.675  193.672  137.715
     639  -51.794  192.902  139.304
     640  -54.226  192.799  137.591
     641  -54.959  192.548  139.651
     642  -54.083  194.287  139.828
     643  -56.556  194.367  142.017
     644  -54.634  192.902  140.452
     645  -53.659  194.325  142.438
     646  -55.372  192.790  141.096
     647  -56.446  192.116  142.881
     648  -55.615  193.104  142.669
     649  -58.355  193.674  142.761
     650  -56.091  192.499  142.257
     651  -57.722  193.118  141.894
     652  -56.269  192.535  140.872
     653  -58.954  194.831  143.796
     654  -59.603  194.389  141.799
     655  -59.078  193.459  143.322
     656  -58.282  193.777  142.796
     657  -57.814  194.414  140.409
     658  -59.333  191.198  142.342
     659  -60.280  191.087  143.694
     660  -60.380  191.794  144.954
     661  -60.298  194.876  147.259
     662  -61.545  194.542  146.673
     663  -60.319  193.952  143.317
     664  -59.659  193.880  145.619
     665  -60.702  194.086  146.957
     666  -62.358  195.621  147.742
     667  -62.046  195.216  149.004
     668  -60.495  192.740  146.348
     669  -61.391  191.131  144.910
     670  -60.415  194.021  146.999
     671  -63.060  195.785  143.129
     672  -63.457  197.105  145.178
     673  -63.542  198.745  143.885
     674  -63.245  195.240  142.119
     675  -64.276  197.350  143.597
     676  -65.687  195.407  142.029
     677  -66.646  196.827  143.987
     678  -65.486  197.517  145.021
     679  -63.815  199.117  144.238
     680  -65.705  199.029  145.289
     681  -63.506  199.516  146.234
     682  -63.871  197.469  145.574
     683  -62.532  196.371  146.660
     684  -63.388  195.016  147.512
     685  -65.909  196.075  146.838
     686  -65.371  195.935  148.551
     687  -63.879  195.337  148.225
     688  -62.216  195.620  148.265
     689  -62.905  194.406  147.848
     690  -61.656  194.059  146.195
     691  -60.252  195.222  144.894
     692  -60.769  194.428  145.911
     693  -58.126  193.227  143.941
     694  -58.565  195.307  145.279
     695  -57.594  194.714  143.380
     696  -61.443  191.488  143.722
     697  -63.052  192.795  143.958
     698  -60.439  192.052  143.294
     699  -58.145  193.595  143.221
     700  -59.342  194.080  140.079
     701  -59.562  192.316  139.345
     702  -60.243  189.350  139.705
     703  -58.685  190.590  138.697
     704  -56.770  189.459  138.943
     705  -57.268  193.168  140.586
     706  -57.680  194.928  141.576
     707  -59.840  196.425  139.823
     708  -60.560  195.456  141.658
     709  -59.743  193.486  139.845
     710  -57.269  192.307  139.826
     711  -60.415  193.600  139.847
     712  -61.730  191.293  139.106
     713  -60.391  190.131  139.117
     714  -58.799  191.171  137.448
     715  -60.450  189.059  138.629
     716  -62.444  188.176  138.158
     717  -60.969  191.124  137.392
     718  -61.179  191.852  139.373
     719  -62.739  188.996  140.575
     720  -62.691  190.651  144.107
     721  -60.563  192.370  144.552
     722  -65.464  188.288  142.419
     723  -62.476  189.971  143.912
     724  -63.001  190.072  142.605
     725  -62.505  189.519  142.694
     726  -64.475  189.592  144.396
     727  -66.539  191.846  144.615
     728  -65.500  190.357  146.441
     729  -64.406  190.151  145.306
     730  -63.087  190.793  144.628
     731  -61.805  191.356  143.443
     732  -64.180  189.516  147.195
