#Frame      Mode1    Mode2    Mode3
     430 -167.341  165.534    3.638
     431 -169.517  162.151    9.066
     432 -169.962  163.804   11.777
     433 -167.509  162.867   13.873
     434 -169.788  165.601   15.915
     435 -167.391  163.063   13.154
     436 -171.782  162.690   13.548
     437 -170.163  167.037   10.613
     438 -171.507  169.910   10.443
     439 -168.846  169.184    8.328
     440 -168.978  169.256    3.996
     441 -168.896  169.762    6.192
     442 -167.250  165.734    8.766
     443 -171.015  164.342    8.463
     444 -172.079  166.558    8.655
     445 -171.024  165.796   10.712
     446 -175.299  163.498    9.992
     447 -172.238  167.493    9.387
     448 -171.458  169.976    9.337
     449 -171.825  170.469   10.001
     450 -175.300  171.736    5.385
     451 -174.573  172.174    5.727
     452 -169.898  173.927   10.781
     453 -168.203  173.352   10.356
     454 -167.677  172.172   10.435
     455 -171.923  171.338    9.503
     456 -171.096  175.596    8.694
     457 -167.294  177.724    6.168
     458 -162.732  175.710    7.513
     459 -162.187  175.535    9.362
     460 -164.684  170.546    9.442
     461 -167.089  171.574    9.605
     462 -166.344  171.433   10.060
     463 -168.127  171.609   14.133
     464 -172.889  172.302   14.030
     465 -173.856  172.728   11.562
     466 -177.924  172.190   11.280
     467 -178.397  172.642   12.418
     468 -179.952  170.156   14.488
     469 -178.036  169.888   14.976
     470 -180.756  169.834   16.726
     471 -179.784  172.023   14.427
     472 -178.229  170.944   13.774
     473 -177.312  175.022   14.461
     474 -177.697  175.789   15.082
     475 -179.954  172.740   17.323
     476 -178.224  171.527   17.675
     477 -180.769  171.393   12.560
     478 -177.506  175.947   11.043
     479 -177.624  172.687   12.382
     480 -176.902  173.720   13.716
     481 -179.503  174.031   16.912
     482 -176.892  170.714   16.362
     483 -175.436  169.046   17.703
     484 -175.260  170.641   16.623
     485 -179.196  169.551   15.313
     486 -179.909  171.072   12.962
     487 -181.004  171.644   11.972
     488 -178.562  171.857   11.863
     489 -179.224  174.817   13.100
     490 -177.354  176.590   11.184
     491 -176.639  175.077    9.884
     492 -173.531  174.991   12.164
     493 -177.099  175.351   12.296
     494 -176.040  174.702   11.842
     495 -177.839  176.697   11.484
     496 -179.899  174.261   10.655
     497 -180.095  173.566   10.078
     498 -177.661  173.842   10.214
     499 -178.704  176.522   13.290
     500 -174.155  174.760   13.380
     501 -176.183  173.737   12.996
     502 -173.770  171.706   12.704
     503 -177.833  173.250   11.191
     504 -175.691  173.741    8.398
     505 -176.765  174.685    6.080
     506 -175.571  174.348    5.614
     507 -175.471  173.891    5.073
     508 -176.004  171.622    8.469
     509 -174.215  174.564    9.530
     510 -172.710  174.322   11.696
     511 -175.573  173.642   11.724
     512 -176.178  170.525   12.670
     513 -177.101  170.952   11.868
     514 -171.443  173.179   13.913
     515 -171.786  171.622   15.038
     516 -171.074  171.159   15.837
     517 -173.569  173.904   13.773
     518 -172.115  171.382   14.637
     519 -174.719  171.489   14.381
     520 -176.559  172.920   14.034
     521 -177.390  174.906   10.768
     522 -176.529  171.756   11.937
     523 -174.478  170.576   13.944
     524 -175.857  170.649   17.931
     525 -172.335  174.084   15.531
     526 -172.773  170.497   18.160
     527 -174.161  170.506   18.671
     528 -172.067  170.987   19.657
     529 -173.534  169.469   22.628
     530 -172.950  170.293   19.777
     531 -175.144  171.146   18.862
     532 -176.029  167.061   20.968
     533 -174.414  170.969   19.358
     534 -177.068  170.526   17.311
     535 -178.014  168.385   17.664
     536 -179.722  168.575   19.312
     537 -178.179  170.081   19.971
     538 -175.059  166.281   19.352
     539 -174.656  166.123   22.671
     540 -174.440  163.892   21.935
     541 -174.004  161.544   21.814
     542 -177.234  163.068   19.724
     543 -178.288  160.910   21.997
     544 -178.159  159.839   22.316
     545 -175.054  158.346   22.131
     546 -174.511  163.031   20.092
     547 -177.293  163.973   19.614
     548 -177.621  162.717   18.846
     549 -176.668  163.923   19.415
     550 -172.559  166.072   18.160
     551 -174.783  164.364   17.762
     552 -177.392  167.049   16.669
     553 -178.352  168.136   18.166
