#Frame      Mode1    Mode2    Mode3
   81549 -172.871   83.379 -301.414
   81550 -170.375   86.450 -301.474
   81551 -165.823   84.665 -303.055
   81552 -165.508   87.268 -302.292
   81553 -165.131   86.439 -306.161
   81554 -166.150   87.438 -304.831
   81555 -170.950   87.210 -303.881
   81556 -171.353   85.936 -302.369
   81557 -169.639   87.427 -304.116
   81558 -171.769   83.789 -303.169
   81559 -173.214   79.059 -303.636
   81560 -172.125   78.692 -304.843
   81561 -173.389   80.589 -303.075
   81562 -174.920   82.608 -302.923
   81563 -176.596   83.170 -302.230
   81564 -176.180   84.203 -301.027
   81565 -174.161   83.969 -301.989
   81566 -176.770   84.580 -299.457
   81567 -176.622   86.733 -299.688
   81568 -178.301   86.820 -297.656
   81569 -180.596   83.972 -297.083
   81570 -183.537   86.009 -298.158
   81571 -183.541   84.971 -299.548
   81572 -182.540   84.454 -296.364
   81573 -182.209   81.989 -298.267
   81574 -183.957   80.051 -298.232
   81575 -187.482   77.688 -298.199
   81576 -190.760   77.711 -296.253
   81577 -188.328   77.330 -296.929
   81578 -189.552   76.573 -296.507
   81579 -191.029   76.109 -297.183
   81580 -188.070   77.561 -298.607
   81581 -187.089   76.935 -302.504
   81582 -188.179   77.827 -300.369
   81583 -182.989   77.970 -302.112
   81584 -182.074   79.310 -304.141
   81585 -181.192   76.017 -304.371
   81586 -181.358   78.835 -302.877
   81587 -182.323   75.162 -300.895
   81588 -181.800   73.488 -300.652
   81589 -177.748   73.690 -301.031
   81590 -180.976   71.776 -298.766
   81591 -178.794   77.939 -299.542
   81592 -178.457   79.751 -301.071
   81593 -173.813   77.381 -302.945
   81594 -173.312   83.057 -300.785
   81595 -173.006   83.693 -302.961
   81596 -172.869   87.931 -304.287
   81597 -172.195   88.165 -305.779
   81598 -171.686   87.367 -307.358
   81599 -171.835   88.001 -304.930
   81600 -170.976   84.967 -306.160
   81601 -171.452   84.366 -305.825
   81602 -173.468   81.711 -303.911
   81603 -170.754   81.167 -301.021
   81604 -171.528   85.572 -299.715
   81605 -167.985   82.573 -301.911
   81606 -166.762   80.845 -304.046
   81607 -164.663   80.868 -304.902
   81608 -162.405   81.560 -303.608
   81609 -161.327   81.112 -304.361
   81610 -164.417   79.013 -306.243
   81611 -168.023   79.839 -304.234
   81612 -167.627   78.918 -305.378
   81613 -165.193   78.938 -306.729
   81614 -167.265   78.277 -304.610
   81615 -171.351   78.443 -304.712
   81616 -171.536   77.259 -305.811
   81617 -172.972   78.295 -307.546
   81618 -172.213   80.678 -305.723
   81619 -171.384   78.550 -306.160
   81620 -175.381   77.424 -304.556
   81621 -177.667   80.738 -298.080
   81622 -180.964   79.461 -297.758
   81623 -181.872   78.305 -297.249
   81624 -179.819   77.374 -297.645
   81625 -176.470   80.350 -296.761
   81626 -177.521   80.194 -296.965
   81627 -176.261   77.225 -298.070
   81628 -177.561   83.174 -298.793
   81629 -182.186   80.668 -295.334
   81630 -179.887   80.949 -299.215
   81631 -181.628   81.804 -298.373
   81632 -184.067   85.863 -299.550
   81633 -183.749   87.247 -298.427
   81634 -183.778   88.848 -298.975
   81635 -183.298   85.944 -295.715
   81636 -181.771   86.089 -298.946
   81637 -183.060   87.177 -299.168
   81638 -180.988   87.457 -297.702
   81639 -179.145   87.685 -298.645
   81640 -178.596   86.882 -298.058
   81641 -180.288   89.243 -299.777
   81642 -179.945   88.260 -299.364
   81643 -181.215   87.478 -299.704
   81644 -179.362   88.777 -299.740
   81645 -176.119   90.547 -299.089
   81646 -175.419   88.717 -301.046
   81647 -176.471   85.307 -299.736
   81648 -177.470   85.718 -301.875
   81649 -175.117   82.764 -299.195
   81650 -176.098   84.375 -299.951
   81651 -176.930   84.968 -301.799
   81652 -177.120   89.141 -304.171
   81653 -177.246   90.358 -302.896
   81654 -176.553   94.054 -302.522
   81655 -172.881   91.174 -303.392
   81656 -172.319   87.592 -300.828
   81657 -170.993   86.603 -299.844
   81658 -172.457   82.294 -299.197
   81659 -174.329   82.929 -300.590
   81660 -173.514   81.989 -299.374
   81661 -175.592   81.673 -298.084
   81662 -175.370   81.570 -298.664
   81663 -173.811   81.095 -298.494
   81664 -175.824   82.186 -301.832
   81665 -170.638   83.172 -298.847
   81666 -170.032   80.426 -298.764
   81667 -169.653   80.720 -300.823
   81668 -169.175   81.178 -301.635
   81669 -168.033   81.104 -303.978
   81670 -170.924   77.929 -303.697
   81671 -173.750   79.865 -303.099
   81672 -171.712   79.008 -302.572
   81673 -171.606   81.327 -302.633
   81674 -167.994   79.452 -302.129
   81675 -164.483   81.911 -304.972
   81676 -170.300   77.890 -303.327
   81677 -169.039   79.655 -302.222
   81678 -173.197   74.723 -300.770
   81679 -174.707   78.770 -301.087
   81680 -173.441   78.005 -302.391
   81681 -174.913   74.878 -302.447
   81682 -175.883   78.431 -301.390
   81683 -177.199   81.653 -299.459
   81684 -179.417   79.084 -299.849
   81685 -176.904   77.684 -299.280
   81686 -176.405   78.502 -301.831
   81687 -176.240   81.038 -298.060
   81688 -174.223   80.596 -300.712
   81689 -168.816   82.502 -302.128
   81690 -166.157   81.169 -302.685
   81691 -167.178   79.541 -302.745
   81692 -168.433   77.890 -301.184
   81693 -171.534   77.386 -299.644
   81694 -168.879   74.625 -302.158
   81695 -167.069   76.911 -300.206
   81696 -165.402   73.403 -303.378
   81697 -170.172   73.388 -300.945
   81698 -171.357   70.288 -302.507
   81699 -172.280   70.323 -302.847
   81700 -173.705   72.284 -303.773
   81701 -175.755   71.147 -303.689
   81702 -176.576   70.732 -302.528
   81703 -179.376   74.344 -301.272
   81704 -179.415   75.557 -302.518
   81705 -178.551   76.444 -303.071
   81706 -177.758   78.245 -303.356
   81707 -179.911   76.779 -302.604
   81708 -180.827   78.654 -304.491
   81709 -180.298   77.083 -302.082
   81710 -177.005   77.738 -300.822
   81711 -178.890   74.153 -301.811
   81712 -179.168   75.507 -302.101
   81713 -183.388   75.457 -299.120
   81714 -182.871   70.223 -296.539
   81715 -182.761   69.273 -297.316
   81716 -181.294   68.379 -299.409
   81717 -181.231   68.335 -299.478
   81718 -180.682   71.535 -300.128
   81719 -182.720   71.321 -298.664
   81720 -183.599   69.200 -300.729
   81721 -183.250   69.905 -300.323
   81722 -185.417   72.144 -301.103
   81723 -185.488   75.918 -301.991
   81724 -181.739   77.463 -304.307
   81725 -180.045   77.624 -302.771
   81726 -179.653   76.001 -303.262
   81727 -183.777   73.327 -301.389
   81728 -180.457   72.660 -301.105
   81729 -179.561   72.138 -299.426
   81730 -177.851   72.669 -299.424
   81731 -181.683   75.756 -300.169
   81732 -178.712   76.970 -301.923
   81733 -179.584   81.898 -301.885
   81734 -176.543   81.754 -302.440
   81735 -180.088   82.007 -301.195
   81736 -177.244   83.947 -302.321
   81737 -180.051   83.597 -301.890
   81738 -181.085   81.169 -301.862
   81739 -182.892   79.764 -299.322
   81740 -184.366   79.603 -299.762
   81741 -185.366   80.796 -300.211
   81742 -184.152   79.616 -299.867
   81743 -183.638   82.342 -300.244
   81744 -183.765   82.227 -298.854
   81745 -185.997   79.505 -298.102
   81746 -185.322   80.564 -298.470
   81747 -186.801   83.386 -297.720
   81748 -184.909   82.041 -298.436
   81749 -186.513   81.740 -298.559
   81750 -183.927   82.734 -301.228
   81751 -185.481   79.496 -301.319
   81752 -184.074   78.804 -299.831
   81753 -181.426   79.410 -301.617
   81754 -180.306   77.548 -304.818
   81755 -179.941   80.556 -301.473
   81756 -177.069   78.009 -302.335
   81757 -175.810   79.490 -302.364
   81758 -175.113   79.803 -301.977
   81759 -179.242   78.464 -299.737
   81760 -179.532   79.148 -300.646
   81761 -183.415   74.881 -297.773
   81762 -181.959   75.173 -297.649
   81763 -181.610   76.868 -298.995
   81764 -183.491   76.683 -298.503
   81765 -185.912   73.916 -294.057
   81766 -185.265   71.912 -292.891
   81767 -183.219   70.258 -295.187
   81768 -185.813   70.133 -295.840
   81769 -188.937   67.527 -296.854
   81770 -188.823   68.255 -298.098
   81771 -188.179   69.276 -298.229
   81772 -188.301   68.455 -295.335
   81773 -187.624   67.326 -298.186
   81774 -184.006   66.443 -299.833
   81775 -186.261   68.638 -299.660
   81776 -185.202   68.954 -299.978
   81777 -187.253   71.159 -301.770
   81778 -189.289   71.712 -299.795
   81779 -190.674   71.775 -298.923
   81780 -193.996   72.204 -299.646
   81781 -192.200   70.673 -298.319
   81782 -191.646   67.457 -300.814
   81783 -186.677   68.832 -300.148
   81784 -186.020   65.726 -297.857
   81785 -182.261   62.069 -298.538
   81786 -182.439   62.934 -297.870
   81787 -181.517   62.500 -298.663
   81788 -182.182   63.694 -299.734
   81789 -182.823   67.869 -300.773
   81790 -186.317   66.906 -301.253
   81791 -185.875   66.324 -300.844
   81792 -182.399   68.773 -302.082
   81793 -179.848   70.189 -303.216
   81794 -174.166   72.557 -305.500
   81795 -166.551   69.923 -303.270
   81796 -165.020   70.597 -304.646
   81797 -165.369   71.420 -306.355
   81798 -166.758   72.533 -305.252
   81799 -170.504   71.500 -305.280
   81800 -171.854   71.707 -304.522
   81801 -170.486   71.531 -305.793
   81802 -173.478   70.428 -304.109
   81803 -172.415   67.547 -302.215
   81804 -168.217   67.401 -306.342
   81805 -168.434   66.804 -305.510
   81806 -165.080   67.142 -305.251
   81807 -162.335   69.609 -305.667
   81808 -165.171   66.373 -305.866
   81809 -167.508   68.629 -304.727
   81810 -168.779   69.668 -303.185
   81811 -164.730   68.063 -303.300
   81812 -166.324   69.608 -305.288
   81813 -165.689   64.751 -306.191
   81814 -163.849   64.476 -306.729
   81815 -161.803   61.847 -305.358
   81816 -159.452   62.722 -304.939
   81817 -158.879   62.226 -305.442
   81818 -160.227   63.318 -305.528
   81819 -163.615   57.981 -308.134
   81820 -162.740   58.013 -304.446
   81821 -161.762   59.023 -304.727
   81822 -159.987   60.712 -305.394
   81823 -159.950   58.702 -303.463
   81824 -159.946   58.625 -304.914
   81825 -157.955   59.451 -304.811
   81826 -157.277   57.937 -304.304
   81827 -154.453   57.773 -306.176
   81828 -151.903   53.407 -305.813
   81829 -150.265   57.951 -307.627
   81830 -149.236   56.354 -305.552
   81831 -152.654   59.124 -305.132
   81832 -155.147   57.095 -303.648
   81833 -155.880   56.308 -305.780
   81834 -156.480   55.163 -303.853
   81835 -156.801   57.662 -303.908
   81836 -158.422   55.455 -301.793
   81837 -157.394   55.342 -304.186
   81838 -156.753   56.724 -303.792
   81839 -158.268   53.366 -304.452
   81840 -159.929   52.486 -305.897
   81841 -160.240   50.607 -307.698
   81842 -159.353   52.289 -305.236
   81843 -161.640   51.815 -304.458
   81844 -161.501   53.271 -303.295
   81845 -166.953   55.320 -304.610
   81846 -164.698   53.660 -303.662
   81847 -164.347   53.388 -303.119
   81848 -167.794   54.090 -302.571
   81849 -172.011   50.769 -301.984
   81850 -171.503   52.375 -301.400
   81851 -170.735   55.638 -303.680
   81852 -170.872   53.630 -302.637
   81853 -166.735   54.907 -303.674
   81854 -161.894   51.815 -304.062
   81855 -161.869   53.494 -302.813
   81856 -162.042   57.521 -304.787
   81857 -159.489   51.164 -307.251
   81858 -157.753   51.480 -307.416
   81859 -161.828   50.985 -305.955
   81860 -161.016   46.447 -302.566
   81861 -159.082   45.697 -303.547
   81862 -159.627   44.030 -302.484
   81863 -161.133   45.541 -302.405
   81864 -162.077   47.534 -302.476
   81865 -166.070   50.281 -303.589
   81866 -166.527   52.358 -305.017
   81867 -163.438   50.573 -304.871
   81868 -162.703   53.828 -305.957
   81869 -161.858   57.001 -304.664
   81870 -161.903   57.043 -303.389
   81871 -162.100   57.951 -304.376
   81872 -164.733   55.101 -305.162
   81873 -162.153   56.660 -304.207
   81874 -160.568   53.888 -304.737
   81875 -158.794   56.669 -304.867
   81876 -162.426   55.410 -303.905
   81877 -161.132   57.322 -302.441
   81878 -160.161   58.556 -302.921
   81879 -158.570   58.773 -303.296
   81880 -158.182   60.130 -303.219
   81881 -155.219   63.673 -305.716
   81882 -153.623   63.848 -304.506
   81883 -155.626   64.419 -303.730
   81884 -155.801   64.453 -302.703
   81885 -157.866   67.297 -305.857
   81886 -162.047   68.989 -305.507
   81887 -160.840   67.666 -304.723
   81888 -161.927   65.920 -302.053
   81889 -160.001   67.800 -303.656
   81890 -164.826   66.461 -305.250
   81891 -160.760   72.113 -303.720
   81892 -157.400   70.209 -306.938
   81893 -156.607   66.897 -306.334
   81894 -157.327   63.905 -305.479
   81895 -157.463   64.592 -305.146
   81896 -158.147   64.580 -304.704
   81897 -160.679   62.026 -303.162
   81898 -153.773   59.466 -304.703
   81899 -153.817   60.257 -306.231
   81900 -150.188   61.943 -307.439
   81901 -150.957   61.857 -307.141
   81902 -149.339   61.314 -305.783
   81903 -150.358   56.758 -302.039
   81904 -150.744   55.198 -302.797
   81905 -149.258   56.342 -306.160
   81906 -149.092   58.444 -306.688
   81907 -149.545   57.837 -305.663
   81908 -147.611   56.584 -306.558
   81909 -148.300   57.803 -305.986
   81910 -146.503   57.172 -306.060
   81911 -149.681   56.153 -303.636
   81912 -152.091   55.610 -302.820
   81913 -152.424   58.840 -303.183
   81914 -151.942   58.624 -302.113
   81915 -151.084   56.353 -302.180
   81916 -151.489   55.968 -301.463
   81917 -151.698   56.287 -301.688
   81918 -153.712   55.872 -299.657
   81919 -153.720   52.592 -302.070
   81920 -154.138   55.760 -303.427
   81921 -156.643   55.456 -302.380
   81922 -156.868   55.510 -303.617
   81923 -158.163   55.427 -301.216
   81924 -153.761   55.942 -299.186
   81925 -150.039   54.909 -302.464
   81926 -153.699   49.405 -301.783
   81927 -150.044   52.524 -303.492
   81928 -149.351   54.350 -304.560
   81929 -150.255   56.575 -305.443
   81930 -146.431   55.953 -306.195
   81931 -144.688   56.341 -306.351
   81932 -143.787   59.600 -307.711
   81933 -142.243   58.370 -304.292
   81934 -146.039   61.167 -305.044
   81935 -146.151   63.152 -305.479
   81936 -146.988   62.882 -305.100
   81937 -144.719   62.887 -308.121
   81938 -145.666   66.414 -307.947
   81939 -148.023   62.898 -308.017
   81940 -146.479   61.419 -305.864
   81941 -145.700   63.706 -307.891
   81942 -149.809   60.315 -306.866
   81943 -148.958   61.814 -308.095
   81944 -146.470   64.166 -310.366
   81945 -146.734   67.730 -310.068
   81946 -149.773   63.703 -308.048
   81947 -141.071   62.571 -307.863
   81948 -141.371   63.439 -306.170
   81949 -140.485   64.052 -306.014
   81950 -139.062   61.159 -309.277
   81951 -138.743   58.301 -308.554
   81952 -140.698   56.370 -308.137
   81953 -138.662   56.743 -306.875
   81954 -137.035   56.359 -306.033
   81955 -132.663   55.968 -306.202
   81956 -135.075   54.016 -305.135
   81957 -134.962   55.740 -305.520
   81958 -135.333   55.312 -305.549
   81959 -135.594   55.564 -307.698
   81960 -135.699   58.790 -308.591
   81961 -137.078   57.825 -305.179
   81962 -134.161   59.074 -306.486
   81963 -138.027   55.520 -306.734
   81964 -137.364   59.169 -308.159
   81965 -135.935   61.444 -310.303
   81966 -133.865   61.521 -310.429
   81967 -132.829   61.526 -308.938
   81968 -130.161   58.773 -307.922
   81969 -129.441   58.099 -307.337
   81970 -128.922   55.108 -308.760
   81971 -128.540   60.370 -305.697
   81972 -126.298   57.529 -307.411
   81973 -123.501   53.795 -308.181
   81974 -122.895   54.025 -307.366
   81975 -124.461   55.033 -309.468
   81976 -123.145   56.941 -307.972
   81977 -123.029   53.354 -307.712
   81978 -120.981   57.972 -309.728
   81979 -121.512   56.673 -310.060
   81980 -121.673   58.075 -308.149
   81981 -124.511   61.662 -309.085
   81982 -121.881   62.776 -306.995
   81983 -119.928   61.243 -306.184
   81984 -120.675   60.574 -307.457
   81985 -122.746   64.448 -311.266
   81986 -119.738   63.117 -310.992
   81987 -115.549   61.705 -308.319
   81988 -118.093   59.813 -309.346
   81989 -117.564   62.532 -310.405
   81990 -121.761   58.236 -308.965
   81991 -122.944   59.370 -309.238
   81992 -122.969   61.765 -307.408
   81993 -118.637   61.455 -310.111
   81994 -120.367   63.500 -310.313
   81995 -121.043   64.920 -311.799
   81996 -120.437   66.669 -312.057
   81997 -117.803   63.238 -313.057
   81998 -118.508   60.340 -310.709
   81999 -114.034   61.444 -312.037
   82000 -116.353   60.878 -312.211
   82001 -119.434   62.846 -311.632
   82002 -121.835   65.958 -310.302
   82003 -122.940   67.457 -307.723
   82004 -118.513   69.346 -307.652
   82005 -117.767   68.548 -309.333
   82006 -120.867   66.190 -306.644
   82007 -120.379   67.798 -307.356
   82008 -122.777   70.729 -307.944
   82009 -123.709   71.394 -308.115
   82010 -124.050   71.359 -307.481
   82011 -126.354   73.487 -310.496
   82012 -128.885   77.842 -310.850
   82013 -126.601   81.505 -311.657
   82014 -125.571   80.279 -311.074
   82015 -127.459   78.094 -310.200
   82016 -126.629   76.083 -310.707
   82017 -126.266   72.298 -310.218
   82018 -126.442   74.805 -311.205
   82019 -127.086   80.416 -311.420
   82020 -125.017   80.885 -311.262
   82021 -122.338   79.160 -309.446
   82022 -117.982   77.126 -311.152
   82023 -118.839   75.967 -310.920
   82024 -117.410   76.783 -310.937
   82025 -119.527   75.019 -311.242
   82026 -118.845   72.073 -310.396
   82027 -121.722   73.388 -310.750
   82028 -121.426   74.054 -310.289
   82029 -120.961   75.875 -311.569
   82030 -118.938   75.485 -310.053
   82031 -115.782   72.230 -311.853
   82032 -116.967   73.465 -311.265
   82033 -115.292   73.069 -310.967
   82034 -115.621   69.140 -309.814
   82035 -117.750   69.971 -307.114
   82036 -120.113   71.065 -309.088
   82037 -121.717   74.059 -310.332
   82038 -122.154   71.908 -309.942
   82039 -122.409   69.854 -312.362
   82040 -126.117   69.130 -307.869
   82041 -126.907   66.641 -309.272
   82042 -125.796   65.096 -307.982
   82043 -127.097   63.013 -307.837
   82044 -126.132   62.824 -305.900
   82045 -134.018   67.451 -306.828
   82046 -128.303   66.804 -307.529
   82047 -128.408   66.736 -307.087
   82048 -127.631   66.939 -309.903
   82049 -127.765   64.721 -306.704
   82050 -125.948   65.231 -308.164
   82051 -125.932   63.544 -307.696
   82052 -125.375   65.566 -308.368
   82053 -120.825   64.799 -309.728
   82054 -121.051   60.123 -309.753
   82055 -122.696   60.597 -307.157
   82056 -124.180   62.637 -309.928
   82057 -124.482   63.414 -310.394
   82058 -123.929   64.652 -309.743
   82059 -129.245   66.087 -308.384
   82060 -132.263   66.340 -309.970
   82061 -128.711   68.181 -312.565
   82062 -129.460   69.035 -310.512
   82063 -128.831   67.465 -309.590
   82064 -127.593   67.590 -310.382
   82065 -127.677   70.141 -309.681
   82066 -128.940   69.305 -307.885
   82067 -131.236   70.329 -309.257
   82068 -134.419   71.213 -308.067
   82069 -135.299   68.117 -308.686
   82070 -134.751   68.681 -309.850
   82071 -132.092   63.176 -310.941
   82072 -130.525   63.730 -310.321
   82073 -131.096   65.288 -308.711
   82074 -134.017   64.450 -309.548
   82075 -132.519   63.888 -310.377
   82076 -134.897   65.194 -310.315
   82077 -136.980   69.125 -311.067
   82078 -132.218   68.959 -311.296
   82079 -130.914   73.283 -310.863
   82080 -127.390   74.239 -310.776
   82081 -126.327   71.260 -310.645
   82082 -124.967   72.958 -308.947
   82083 -124.114   73.008 -312.032
   82084 -125.643   75.847 -313.092
   82085 -123.395   75.365 -312.725
   82086 -124.176   69.096 -312.002
   82087 -125.443   71.083 -310.072
   82088 -127.589   72.274 -311.728
   82089 -128.347   71.340 -313.469
   82090 -129.156   73.346 -311.670
   82091 -127.274   74.019 -309.294
   82092 -124.698   73.344 -311.570
   82093 -124.433   73.780 -309.333
   82094 -123.250   71.390 -310.703
   82095 -123.405   73.377 -310.883
   82096 -122.357   72.110 -310.599
   82097 -124.085   72.613 -310.370
   82098 -124.893   72.097 -309.718
   82099 -125.630   72.940 -310.723
   82100 -120.614   71.419 -312.125
   82101 -119.348   71.699 -311.710
   82102 -122.392   71.292 -309.105
   82103 -119.178   69.862 -309.122
   82104 -123.197   69.581 -305.741
   82105 -122.915   72.656 -308.269
   82106 -124.756   74.195 -309.039
   82107 -119.599   73.548 -309.366
   82108 -120.619   70.913 -308.898
   82109 -124.191   70.404 -307.094
   82110 -126.875   71.517 -308.579
   82111 -124.712   68.478 -309.320
   82112 -123.755   69.752 -309.000
   82113 -123.746   67.669 -307.841
   82114 -128.055   68.181 -310.166
   82115 -128.304   70.525 -308.591
   82116 -130.532   72.857 -307.840
   82117 -129.271   75.630 -309.857
   82118 -127.368   73.604 -313.912
   82119 -130.215   71.569 -310.700
   82120 -132.884   69.214 -310.700
   82121 -131.713   69.487 -310.505
   82122 -132.660   70.750 -311.885
   82123 -132.266   70.005 -310.119
   82124 -131.456   69.831 -308.961
   82125 -128.306   70.246 -310.841
   82126 -128.196   70.623 -310.965
   82127 -126.411   72.075 -311.654
   82128 -129.875   74.228 -311.767
   82129 -129.949   76.938 -310.267
   82130 -128.339   79.034 -310.787
   82131 -132.257   75.713 -309.530
   82132 -132.212   76.574 -311.373
   82133 -133.991   76.790 -312.113
   82134 -133.438   77.582 -313.301
   82135 -132.869   77.007 -313.282
   82136 -129.481   75.234 -309.617
   82137 -131.652   72.594 -308.461
   82138 -132.150   70.307 -309.599
   82139 -134.885   70.776 -309.089
   82140 -134.898   69.971 -309.414
   82141 -131.955   68.617 -308.921
   82142 -132.465   72.909 -308.740
   82143 -135.408   69.594 -308.225
   82144 -138.008   70.279 -307.968
   82145 -138.324   73.455 -308.466
   82146 -136.275   72.975 -311.245
   82147 -132.960   67.603 -310.819
   82148 -131.382   66.990 -310.219
   82149 -131.909   65.564 -308.585
   82150 -128.483   67.066 -310.569
   82151 -130.270   66.651 -309.087
   82152 -123.531   70.920 -311.320
   82153 -124.576   72.888 -313.412
   82154 -124.570   69.885 -311.421
   82155 -127.889   72.358 -311.066
   82156 -131.337   75.940 -312.439
   82157 -126.834   74.259 -313.185
   82158 -125.239   76.696 -312.124
   82159 -125.234   80.461 -312.256
   82160 -124.934   77.767 -313.501
   82161 -125.200   77.395 -313.003
   82162 -130.582   77.069 -310.818
   82163 -126.686   76.094 -313.509
   82164 -124.818   76.733 -314.243
   82165 -126.289   80.040 -312.909
   82166 -127.914   81.999 -312.748
   82167 -126.246   79.344 -314.723
   82168 -124.723   73.289 -310.644
   82169 -131.035   75.304 -311.383
   82170 -130.314   73.780 -312.364
   82171 -130.947   73.536 -309.455
   82172 -130.494   76.296 -311.041
   82173 -128.738   78.639 -314.199
   82174 -127.933   76.776 -314.978
   82175 -130.191   77.778 -312.372
   82176 -133.208   76.378 -313.026
   82177 -132.859   80.080 -313.996
   82178 -131.166   81.124 -313.459
   82179 -129.217   81.399 -312.610
   82180 -130.009   82.147 -315.108
   82181 -131.625   80.150 -312.252
   82182 -131.122   83.275 -314.515
   82183 -131.162   83.333 -312.655
   82184 -131.772   80.125 -312.774
   82185 -129.227   81.061 -314.823
   82186 -130.775   85.077 -313.809
   82187 -131.465   84.521 -313.491
   82188 -131.955   87.343 -315.601
   82189 -131.545   86.513 -313.926
   82190 -134.554   88.582 -313.845
   82191 -136.818   93.150 -314.292
   82192 -136.124   91.469 -312.371
   82193 -141.576   92.304 -313.161
   82194 -143.385   93.064 -312.891
   82195 -142.180   90.078 -311.848
   82196 -141.669   90.221 -310.167
   82197 -141.140   90.496 -310.444
   82198 -144.611   90.988 -314.536
   82199 -143.965   89.940 -313.337
   82200 -141.344   95.023 -313.256
   82201 -139.781   93.855 -316.171
   82202 -136.949   94.552 -312.628
   82203 -142.728   90.570 -311.139
   82204 -143.002   89.572 -311.254
   82205 -144.542   89.651 -310.674
   82206 -145.817   86.929 -309.198
   82207 -142.723   88.998 -309.633
   82208 -141.946   91.351 -308.183
   82209 -143.756   90.813 -309.004
   82210 -143.990   92.119 -309.958
   82211 -140.200   94.434 -311.105
   82212 -145.362   93.410 -310.833
   82213 -146.124   97.262 -311.421
   82214 -143.378   98.653 -309.436
   82215 -141.204   96.796 -309.104
   82216 -139.274   99.163 -308.868
   82217 -140.994  100.291 -310.237
   82218 -137.730   99.271 -311.785
   82219 -137.020   96.821 -310.733
   82220 -141.122   94.979 -309.038
   82221 -140.421   91.862 -309.262
   82222 -143.727   91.367 -308.292
   82223 -138.338   89.579 -309.837
   82224 -139.234   89.796 -311.085
   82225 -140.147   88.031 -308.762
   82226 -138.035   86.687 -309.263
   82227 -140.525   83.914 -310.273
   82228 -138.967   82.401 -310.506
   82229 -137.654   85.188 -309.181
   82230 -138.954   88.054 -309.535
   82231 -135.640   88.917 -310.724
   82232 -132.594   89.577 -310.945
   82233 -131.881   89.361 -312.008
   82234 -132.027   87.240 -308.863
   82235 -131.397   88.070 -310.493
   82236 -130.913   87.236 -310.087
   82237 -133.503   87.398 -311.501
   82238 -132.075   89.350 -311.961
   82239 -133.816   89.840 -309.638
   82240 -134.790   92.205 -311.309
   82241 -134.742   91.854 -308.977
   82242 -137.371   92.581 -310.823
   82243 -135.105   91.954 -311.517
   82244 -139.084   93.681 -311.884
   82245 -137.595   92.689 -312.044
   82246 -137.976   91.615 -312.073
   82247 -138.603   93.434 -310.859
   82248 -135.024   93.014 -312.193
   82249 -133.756   89.993 -311.741
   82250 -136.676   85.859 -311.993
   82251 -134.563   88.567 -312.358
   82252 -138.151   86.689 -312.390
   82253 -138.775   85.391 -312.203
   82254 -138.565   87.254 -310.876
   82255 -142.846   85.982 -309.674
   82256 -141.011   89.158 -308.931
   82257 -138.555   85.778 -309.396
   82258 -137.167   86.704 -311.602
   82259 -136.037   85.871 -311.462
   82260 -133.817   83.976 -314.714
   82261 -136.698   84.210 -313.574
   82262 -134.472   86.029 -314.056
   82263 -136.454   85.764 -313.327
   82264 -138.530   86.905 -312.571
   82265 -138.376   85.795 -315.428
   82266 -137.658   86.070 -315.323
   82267 -140.130   86.181 -312.969
   82268 -139.928   85.729 -311.543
   82269 -143.469   85.016 -311.626
   82270 -142.228   84.729 -309.828
   82271 -141.852   85.376 -309.124
   82272 -141.006   79.726 -309.704
   82273 -140.393   79.500 -311.525
   82274 -139.599   75.013 -309.662
   82275 -141.213   77.577 -307.725
   82276 -144.883   74.592 -308.366
   82277 -143.483   72.362 -306.766
   82278 -145.056   72.252 -307.607
   82279 -147.655   77.039 -308.031
   82280 -147.513   77.258 -310.146
   82281 -143.698   79.227 -311.374
   82282 -140.863   79.259 -312.454
   82283 -144.341   77.340 -311.942
   82284 -142.041   71.455 -310.842
   82285 -144.741   71.062 -310.159
   82286 -142.697   70.358 -309.526
   82287 -144.229   69.728 -309.388
   82288 -147.334   69.738 -309.425
   82289 -148.057   69.534 -310.389
   82290 -143.903   64.752 -311.004
   82291 -144.833   63.906 -309.149
   82292 -145.860   65.642 -309.029
   82293 -144.034   66.418 -308.791
   82294 -143.066   67.477 -308.656
   82295 -143.409   71.684 -311.863
   82296 -138.976   69.168 -310.296
   82297 -141.219   74.280 -313.712
   82298 -145.560   76.405 -313.552
   82299 -144.182   76.766 -311.723
   82300 -144.292   75.841 -310.266
   82301 -146.128   77.335 -310.903
   82302 -145.841   78.673 -308.530
   82303 -148.407   79.492 -309.089
   82304 -150.858   83.431 -308.626
   82305 -148.983   84.878 -311.051
   82306 -146.242   84.628 -307.897
   82307 -142.147   84.560 -309.844
   82308 -142.617   83.711 -310.688
   82309 -142.489   80.959 -309.799
   82310 -143.901   79.933 -310.118
   82311 -147.041   79.072 -307.649
   82312 -148.079   83.291 -308.597
   82313 -147.469   84.160 -306.908
   82314 -147.790   86.486 -308.558
   82315 -145.515   87.792 -308.021
   82316 -148.032   87.059 -306.741
   82317 -146.578   88.257 -309.377
   82318 -151.833   87.642 -308.333
   82319 -152.218   88.140 -309.859
   82320 -147.321   89.724 -308.328
   82321 -148.766   89.315 -310.840
   82322 -146.542   91.320 -308.878
   82323 -148.604   92.262 -307.934
   82324 -149.910   92.192 -309.037
