#Frame      Mode1    Mode2    Mode3
   47715 -229.294  229.227   42.262
   47716 -229.291  229.653   41.921
   47717 -227.761  225.750   45.384
   47718 -232.258  228.990   44.741
   47719 -229.010  228.350   45.681
   47720 -232.067  225.776   45.815
   47721 -230.719  228.441   45.344
   47722 -230.696  228.161   44.898
   47723 -232.578  227.530   44.240
   47724 -230.610  228.215   43.461
   47725 -232.216  228.147   46.557
   47726 -228.471  227.872   44.317
   47727 -234.127  226.795   44.909
   47728 -233.371  230.803   43.083
   47729 -230.748  227.341   47.457
   47730 -234.257  225.106   45.544
   47731 -235.864  224.444   40.976
   47732 -234.274  229.288   45.401
   47733 -234.443  228.160   42.116
   47734 -235.941  228.317   41.417
   47735 -235.506  228.013   41.144
   47736 -235.841  228.289   39.720
   47737 -236.803  228.291   35.178
   47738 -234.279  231.476   36.239
   47739 -233.849  231.428   34.614
   47740 -231.968  230.285   36.159
   47741 -231.275  228.354   37.618
   47742 -233.447  227.966   38.075
   47743 -233.886  227.334   39.988
   47744 -232.641  230.240   41.105
   47745 -230.803  231.316   42.840
   47746 -231.285  230.470   40.241
   47747 -230.877  230.021   41.182
   47748 -233.207  228.406   40.941
   47749 -233.359  228.138   41.480
   47750 -232.838  229.338   41.767
   47751 -233.198  231.031   37.251
   47752 -227.534  232.030   40.203
   47753 -227.009  230.641   42.310
   47754 -226.281  231.257   45.498
   47755 -226.909  236.301   43.370
   47756 -228.760  231.122   44.758
   47757 -225.621  234.139   44.644
   47758 -226.710  234.981   42.083
   47759 -228.045  233.742   40.289
   47760 -227.267  232.511   40.943
   47761 -227.704  233.679   42.080
   47762 -229.090  229.700   39.290
   47763 -230.817  229.488   37.594
   47764 -231.640  229.475   39.323
   47765 -230.121  228.637   39.390
   47766 -230.732  226.578   35.268
   47767 -231.697  228.357   33.995
   47768 -230.019  230.929   37.291
   47769 -232.003  229.873   36.356
   47770 -231.449  232.991   38.655
   47771 -230.081  230.793   38.297
   47772 -233.236  228.305   39.798
   47773 -236.117  230.228   38.487
   47774 -233.571  228.531   39.589
   47775 -236.703  227.806   39.196
   47776 -232.237  227.454   42.089
   47777 -235.095  228.790   40.978
   47778 -232.818  229.809   40.519
   47779 -233.937  229.610   42.679
   47780 -235.810  230.054   40.104
   47781 -231.329  231.013   43.564
   47782 -231.867  233.306   44.337
   47783 -231.565  232.852   45.308
   47784 -232.285  233.596   44.253
   47785 -234.506  228.752   46.244
   47786 -229.430  230.435   45.037
   47787 -232.773  231.409   45.561
   47788 -232.671  228.594   47.102
   47789 -230.455  230.986   44.872
   47790 -232.819  229.243   42.733
   47791 -232.048  229.803   43.540
   47792 -232.148  229.075   45.789
   47793 -232.682  231.322   44.472
   47794 -234.344  230.329   43.879
   47795 -234.745  229.575   43.962
   47796 -237.129  229.646   43.614
   47797 -234.853  226.404   44.477
   47798 -233.405  227.675   46.265
   47799 -233.333  230.068   46.162
   47800 -233.358  230.358   45.266
   47801 -232.711  230.211   45.474
   47802 -234.690  229.193   44.520
   47803 -235.529  228.896   43.383
   47804 -235.856  228.441   42.111
   47805 -235.436  226.422   44.971
   47806 -234.015  227.974   45.695
   47807 -235.540  227.848   44.675
   47808 -236.109  225.847   44.512
   47809 -237.582  227.031   41.896
   47810 -238.494  228.698   43.396
   47811 -238.726  228.079   41.986
   47812 -238.272  227.701   43.321
   47813 -241.125  226.531   40.345
   47814 -239.460  227.047   41.493
   47815 -238.438  227.693   40.552
   47816 -242.683  227.256   37.729
   47817 -243.947  229.209   33.997
   47818 -243.315  226.460   38.029
   47819 -243.236  227.840   41.008
   47820 -239.311  225.552   38.957
   47821 -246.728  227.025   34.900
   47822 -245.072  223.650   33.632
   47823 -248.619  219.829   34.717
   47824 -247.549  221.022   38.190
   47825 -245.547  220.841   34.809
   47826 -248.308  220.653   32.099
   47827 -248.507  218.561   33.010
   47828 -250.501  218.115   33.235
   47829 -250.767  222.284   32.136
   47830 -251.052  221.840   31.767
   47831 -249.874  221.964   32.407
   47832 -248.739  220.683   33.365
   47833 -249.453  223.914   32.680
   47834 -248.537  222.357   32.520
   47835 -247.575  224.198   34.614
   47836 -249.737  224.044   31.986
   47837 -249.319  222.565   33.098
   47838 -245.786  225.904   34.680
   47839 -247.092  226.926   36.668
   47840 -246.556  225.065   35.120
   47841 -249.257  224.502   33.980
   47842 -250.181  223.447   38.099
   47843 -248.906  222.971   35.675
   47844 -248.817  224.167   37.547
   47845 -249.581  223.863   37.530
   47846 -247.189  220.565   35.919
   47847 -248.701  223.290   36.828
   47848 -249.737  222.194   35.323
   47849 -248.653  221.927   36.080
   47850 -248.458  221.764   36.926
   47851 -251.308  219.397   35.598
   47852 -253.080  221.212   34.995
   47853 -248.560  219.002   38.153
   47854 -251.721  221.940   34.936
   47855 -251.936  220.397   35.911
   47856 -250.091  219.525   36.245
   47857 -251.937  220.187   34.205
   47858 -253.135  222.054   37.420
   47859 -251.399  222.959   37.089
   47860 -249.930  223.519   36.933
   47861 -252.304  220.337   37.439
   47862 -251.206  224.233   32.688
   47863 -251.728  224.180   33.451
   47864 -252.278  227.636   27.692
   47865 -253.818  226.641   25.879
   47866 -250.291  224.656   27.480
   47867 -249.618  224.641   32.590
   47868 -248.451  223.211   35.123
   47869 -251.056  223.530   30.002
   47870 -248.172  223.219   28.111
   47871 -248.547  224.428   30.423
   47872 -245.926  223.895   33.207
   47873 -249.649  225.887   32.341
   47874 -247.737  226.622   29.708
   47875 -251.119  222.009   33.439
   47876 -247.608  222.390   33.712
   47877 -251.010  219.972   33.536
   47878 -248.856  220.834   38.084
   47879 -251.649  222.334   37.274
   47880 -249.868  221.544   36.633
   47881 -249.272  219.798   38.997
   47882 -247.752  221.572   39.187
   47883 -248.590  222.073   38.676
   47884 -245.342  222.547   37.783
   47885 -246.003  224.921   41.034
   47886 -243.075  225.337   41.904
   47887 -245.863  224.506   42.244
   47888 -245.201  224.970   41.207
   47889 -244.400  223.669   39.966
   47890 -245.256  221.492   39.167
   47891 -244.954  222.472   37.982
   47892 -239.673  224.605   39.375
   47893 -238.030  225.686   38.776
   47894 -238.007  230.970   37.164
   47895 -235.124  228.819   41.302
   47896 -234.088  230.121   42.954
   47897 -232.792  226.338   44.846
   47898 -235.889  226.304   45.048
   47899 -235.710  226.733   50.380
   47900 -235.392  226.327   51.294
   47901 -238.494  225.131   51.944
   47902 -238.581  225.492   50.274
   47903 -237.770  226.152   51.382
   47904 -238.206  224.804   49.416
   47905 -234.313  227.445   51.137
   47906 -236.403  226.702   48.818
   47907 -236.610  224.216   50.178
   47908 -236.237  224.149   50.385
   47909 -235.103  222.336   51.394
   47910 -235.835  225.629   52.067
   47911 -235.094  226.667   50.821
   47912 -234.458  228.549   49.513
   47913 -235.666  228.576   48.967
   47914 -237.811  227.112   46.720
   47915 -237.785  226.562   47.857
   47916 -234.068  229.576   50.120
   47917 -233.964  227.806   46.908
   47918 -233.343  227.605   45.003
   47919 -236.146  222.718   44.282
   47920 -235.682  225.305   49.112
   47921 -234.721  226.447   51.295
   47922 -233.578  227.983   53.036
   47923 -235.195  224.968   53.450
   47924 -232.286  225.651   52.778
   47925 -232.714  223.618   51.684
   47926 -236.811  220.379   50.851
   47927 -234.459  223.337   50.569
   47928 -237.147  220.996   48.098
   47929 -236.122  224.159   53.237
   47930 -237.296  223.617   50.752
   47931 -238.866  224.198   49.047
   47932 -237.426  225.025   48.997
   47933 -237.955  226.970   48.774
   47934 -236.975  226.296   47.517
   47935 -239.000  225.284   44.165
   47936 -238.835  224.142   42.627
   47937 -240.436  222.416   45.375
   47938 -242.351  224.890   45.567
   47939 -238.979  223.242   45.812
   47940 -237.663  225.226   46.533
   47941 -238.800  222.269   50.784
   47942 -238.619  223.084   50.107
   47943 -237.697  223.114   50.376
   47944 -238.363  221.820   52.969
   47945 -240.727  222.306   48.301
   47946 -242.617  221.604   52.757
   47947 -245.878  220.584   50.201
   47948 -241.334  221.385   51.796
   47949 -242.679  220.739   49.562
   47950 -243.279  222.143   48.857
   47951 -243.305  222.206   48.646
   47952 -242.687  224.934   49.053
   47953 -240.004  225.280   47.856
   47954 -240.853  224.298   49.227
   47955 -240.841  226.628   49.881
   47956 -242.072  227.383   50.314
   47957 -239.559  224.548   48.483
   47958 -237.890  225.370   50.106
   47959 -238.562  225.263   47.471
   47960 -240.159  222.645   48.747
   47961 -241.120  223.866   49.725
   47962 -239.966  223.385   48.157
   47963 -241.305  220.489   49.520
   47964 -242.258  223.569   51.887
   47965 -240.078  223.050   53.277
   47966 -242.407  221.552   54.842
   47967 -241.460  221.453   55.894
   47968 -242.341  220.574   53.243
   47969 -241.491  222.276   56.740
   47970 -241.663  218.564   53.000
   47971 -240.551  220.460   52.593
   47972 -241.633  222.919   48.077
   47973 -242.150  221.501   49.679
   47974 -245.179  222.154   50.706
   47975 -246.708  219.655   51.255
   47976 -241.248  223.698   50.457
   47977 -246.824  221.228   50.420
   47978 -246.356  217.826   54.772
   47979 -245.855  219.374   54.708
   47980 -247.658  220.460   53.686
   47981 -245.550  218.092   51.774
   47982 -243.351  221.698   52.387
   47983 -243.389  222.080   52.114
   47984 -244.039  221.850   52.340
   47985 -241.986  220.689   51.841
   47986 -243.219  219.018   51.300
   47987 -243.922  218.638   51.550
   47988 -243.633  217.740   53.720
   47989 -246.098  216.134   55.094
   47990 -246.156  217.472   54.527
   47991 -245.001  216.555   53.932
   47992 -247.467  215.895   55.403
   47993 -248.487  216.658   54.187
   47994 -245.984  218.854   53.846
   47995 -244.454  217.781   56.640
   47996 -247.044  220.267   55.878
   47997 -245.746  218.340   57.273
   47998 -245.758  218.718   55.396
   47999 -245.138  218.487   55.138
   48000 -248.349  216.815   49.283
   48001 -249.484  217.681   51.815
   48002 -250.184  220.636   44.071
   48003 -253.368  221.282   44.863
   48004 -251.526  225.449   45.316
   48005 -251.595  222.067   46.089
   48006 -251.581  221.098   44.358
   48007 -251.238  222.281   44.202
   48008 -253.785  221.935   42.856
   48009 -253.040  221.206   40.402
   48010 -254.830  220.487   36.734
   48011 -251.254  221.421   39.254
   48012 -251.868  220.106   38.908
   48013 -249.065  220.092   35.069
   48014 -251.128  222.709   36.919
   48015 -251.895  219.338   32.984
   48016 -251.178  220.961   31.025
   48017 -251.633  222.196   30.571
   48018 -251.423  221.372   32.892
   48019 -248.897  221.209   32.887
   48020 -252.044  221.862   30.562
   48021 -251.300  222.644   31.752
   48022 -248.910  222.604   31.892
   48023 -251.944  221.594   30.621
   48024 -250.201  222.513   29.635
   48025 -250.142  222.159   32.199
   48026 -250.395  221.293   33.353
   48027 -251.608  222.557   33.077
   48028 -252.083  220.953   31.218
   48029 -252.884  220.274   33.673
   48030 -252.035  216.514   37.410
   48031 -250.584  219.219   37.098
   48032 -248.176  217.856   39.284
   48033 -248.783  219.329   36.431
   48034 -251.605  215.596   38.823
   48035 -256.315  213.254   35.927
   48036 -255.695  214.128   33.693
   48037 -255.018  213.361   37.602
   48038 -253.731  213.716   37.755
   48039 -255.110  214.635   37.946
   48040 -253.595  216.990   32.969
   48041 -253.672  217.175   31.873
   48042 -250.894  217.679   33.163
   48043 -252.216  217.420   32.883
   48044 -251.730  217.429   33.303
   48045 -250.520  217.338   29.891
   48046 -250.755  214.879   30.098
   48047 -250.078  217.117   27.776
   48048 -250.345  218.159   27.880
   48049 -250.747  223.646   30.397
   48050 -251.457  221.237   29.752
   48051 -249.853  221.350   30.804
   48052 -251.945  220.702   30.352
   48053 -251.038  222.337   32.348
   48054 -251.784  220.189   27.873
   48055 -252.579  220.608   32.637
   48056 -249.824  220.295   29.565
   48057 -252.275  220.674   29.050
   48058 -254.384  220.214   31.068
   48059 -254.905  222.214   25.819
   48060 -254.563  223.089   21.281
   48061 -251.081  224.551   20.039
   48062 -252.928  224.728   19.557
   48063 -250.281  224.195   20.996
   48064 -254.098  221.211   21.023
   48065 -253.286  222.281   22.633
   48066 -254.485  221.232   22.323
   48067 -252.027  221.789   23.071
   48068 -250.851  224.279   22.077
   48069 -248.934  221.784   23.960
   48070 -248.485  220.607   24.452
   48071 -251.589  224.587   23.673
   48072 -251.939  224.972   23.152
   48073 -249.439  224.383   24.189
   48074 -249.805  222.757   24.949
   48075 -247.459  223.467   21.736
   48076 -248.747  224.273   23.538
   48077 -247.083  227.091   19.470
   48078 -246.062  226.513   24.577
   48079 -246.123  225.135   21.965
   48080 -248.379  224.132   22.124
   48081 -250.177  226.502   21.727
   48082 -245.991  222.926   24.915
   48083 -250.237  222.446   24.021
   48084 -245.879  224.022   26.664
   48085 -241.973  225.599   24.090
   48086 -242.847  228.185   22.245
   48087 -241.274  223.594   23.679
   48088 -244.334  224.336   20.420
   48089 -241.620  225.508   23.305
   48090 -244.602  220.749   23.146
   48091 -246.551  220.629   22.536
   48092 -245.153  221.265   23.100
   48093 -244.812  220.639   26.140
   48094 -243.082  222.379   26.503
   48095 -245.142  219.904   28.107
   48096 -244.307  222.267   26.634
   48097 -246.192  221.906   23.481
   48098 -245.242  221.387   23.799
   48099 -244.026  221.726   23.073
   48100 -244.964  221.180   24.431
   48101 -246.162  225.738   22.440
   48102 -246.146  226.595   23.743
   48103 -245.318  225.645   22.840
   48104 -246.472  226.753   26.376
   48105 -245.704  226.260   26.077
   48106 -246.930  225.864   28.154
   48107 -249.049  220.467   30.583
   48108 -247.552  217.983   29.905
   48109 -247.237  219.124   32.104
   48110 -246.591  216.299   27.652
   48111 -245.727  216.380   26.372
   48112 -246.866  217.168   27.571
   48113 -249.167  215.131   25.491
   48114 -248.509  216.385   22.962
   48115 -246.927  219.689   26.346
   48116 -245.944  216.417   27.695
   48117 -245.609  217.769   27.836
   48118 -247.522  217.654   27.350
   48119 -243.205  222.115   27.000
   48120 -241.625  223.212   29.566
   48121 -245.217  221.384   27.245
   48122 -244.929  223.005   30.116
   48123 -246.600  222.490   27.991
   48124 -247.679  222.102   25.402
   48125 -250.442  221.909   28.487
   48126 -249.868  225.421   27.911
   48127 -250.950  225.343   22.785
   48128 -247.815  224.143   23.670
   48129 -249.549  225.300   20.658
   48130 -245.651  225.389   18.233
   48131 -245.189  226.269   18.542
   48132 -245.025  224.647   17.879
   48133 -245.876  224.042   16.203
   48134 -248.028  222.245   16.529
   48135 -251.695  221.201    8.990
   48136 -249.501  221.610    9.261
   48137 -250.336  222.046    8.088
   48138 -250.370  218.896   10.051
   48139 -248.648  221.138    6.533
   48140 -249.385  223.067    7.547
   48141 -249.519  226.844    5.736
   48142 -250.917  223.642    0.533
   48143 -249.858  225.095    1.240
   48144 -248.235  223.392   -0.353
   48145 -245.963  222.553    0.054
   48146 -246.926  223.591   -1.353
   48147 -246.807  224.887    0.507
   48148 -246.130  229.261   -0.705
   48149 -242.868  229.398    0.363
   48150 -241.487  229.119    2.131
   48151 -239.866  225.660    4.748
   48152 -236.868  227.471    2.256
   48153 -235.646  229.054    2.134
   48154 -237.072  228.641    3.992
   48155 -234.761  224.425    5.470
   48156 -234.822  227.783    4.464
   48157 -237.717  232.667    7.018
   48158 -240.830  227.737    3.109
   48159 -240.168  230.064    1.088
   48160 -240.655  227.926    1.634
   48161 -241.105  228.990    4.973
   48162 -241.119  231.070    7.227
   48163 -238.425  230.710    7.176
   48164 -240.385  232.345    8.404
   48165 -237.125  232.155   10.819
   48166 -234.692  234.097   11.716
   48167 -235.134  230.745   11.970
   48168 -233.185  234.351    9.604
   48169 -236.167  235.132    9.136
   48170 -237.011  233.678    9.995
   48171 -237.031  233.039    8.080
   48172 -236.953  236.131    7.446
   48173 -238.958  235.210    9.190
   48174 -238.296  232.667    8.500
   48175 -237.629  233.543    5.580
   48176 -237.202  233.131    7.907
   48177 -235.273  232.365    5.240
   48178 -235.882  233.562    1.075
   48179 -236.738  235.636    1.427
   48180 -236.663  235.197    1.284
   48181 -232.101  235.884    2.793
   48182 -236.621  233.106    0.386
   48183 -238.611  231.668    0.717
   48184 -240.669  233.880    1.564
   48185 -235.629  232.384   -0.300
   48186 -233.453  232.417   -0.682
   48187 -236.339  231.259   -1.191
   48188 -232.474  230.535    0.663
   48189 -233.169  231.507    0.341
   48190 -234.860  231.114    0.575
   48191 -232.965  233.528   -0.844
   48192 -234.405  235.209   -1.071
   48193 -239.284  231.998   -2.361
   48194 -238.572  232.046   -3.142
   48195 -241.944  232.838   -5.448
   48196 -240.546  233.956   -5.220
   48197 -243.496  228.024   -4.777
   48198 -243.135  230.784   -2.348
   48199 -241.262  231.437   -3.779
   48200 -237.909  232.882   -4.510
   48201 -242.797  233.715   -8.066
   48202 -241.655  231.485   -6.997
   48203 -241.567  233.031   -8.683
   48204 -240.304  230.467   -7.574
   48205 -238.659  228.751   -3.244
   48206 -234.294  230.525   -1.846
   48207 -235.370  233.172   -1.246
   48208 -234.566  233.966   -2.360
   48209 -232.864  231.957   -2.188
   48210 -232.575  229.799   -3.566
   48211 -232.384  231.634   -6.169
   48212 -232.284  234.073   -5.037
   48213 -232.531  234.344   -6.918
   48214 -232.673  233.084   -7.361
   48215 -232.161  235.974  -11.219
   48216 -230.714  235.139   -7.543
   48217 -230.319  236.053   -8.183
   48218 -231.943  234.921   -9.330
   48219 -231.604  231.606   -8.721
   48220 -233.839  229.924   -7.392
   48221 -235.904  230.625   -9.096
   48222 -234.605  230.418   -6.750
   48223 -234.374  230.941   -4.894
   48224 -238.531  231.155   -7.673
   48225 -234.129  229.962   -5.277
   48226 -232.560  231.606   -5.297
   48227 -230.696  231.439  -11.322
   48228 -228.636  232.927  -13.884
   48229 -231.073  234.550  -15.773
   48230 -232.130  235.901  -14.585
   48231 -230.652  234.406  -12.796
   48232 -227.749  235.387  -15.208
   48233 -225.332  234.703  -13.863
   48234 -223.736  232.672  -11.612
   48235 -228.975  231.901  -12.782
   48236 -226.863  233.112   -9.973
   48237 -224.942  236.931  -12.328
   48238 -227.067  235.025  -10.407
   48239 -227.554  236.004  -10.778
   48240 -225.064  237.219   -7.699
   48241 -223.924  235.241   -4.417
   48242 -223.097  236.782   -1.468
   48243 -223.981  236.624   -3.432
   48244 -226.152  234.668   -6.753
   48245 -226.587  237.909   -6.772
   48246 -225.000  234.485   -2.284
   48247 -223.574  234.555    0.840
   48248 -220.730  236.991    0.416
   48249 -225.468  235.552   -0.579
   48250 -226.515  234.941    0.079
   48251 -227.248  235.054   -2.109
   48252 -227.832  237.879   -1.773
   48253 -228.730  237.207   -0.553
   48254 -226.797  236.752    2.912
   48255 -229.455  237.917    3.151
   48256 -225.830  239.332   -1.152
   48257 -223.879  238.746   -0.354
   48258 -224.821  239.333    0.399
   48259 -224.291  239.371   -2.142
   48260 -227.194  241.220   -3.246
   48261 -224.715  239.353   -4.817
   48262 -225.006  239.064   -5.121
   48263 -223.992  237.822   -1.348
   48264 -225.293  237.635   -2.524
   48265 -223.975  237.335   -2.916
   48266 -224.285  234.470   -2.459
   48267 -225.801  235.502   -4.141
   48268 -228.489  236.271   -7.856
   48269 -229.927  236.267   -9.923
   48270 -229.015  236.856  -10.082
   48271 -228.016  236.058   -9.757
   48272 -227.975  236.061   -9.301
   48273 -225.964  238.578   -4.850
   48274 -226.550  237.510   -6.787
   48275 -226.331  237.764   -7.725
   48276 -225.823  237.404  -11.864
   48277 -224.210  239.315  -10.950
   48278 -225.938  238.262   -5.933
   48279 -226.399  238.694   -2.055
   48280 -225.344  239.996   -5.967
   48281 -222.747  235.535   -7.269
   48282 -222.718  235.748   -8.034
   48283 -226.047  237.581   -8.828
   48284 -222.789  239.171   -6.295
   48285 -224.726  238.733  -11.146
   48286 -227.757  239.031   -8.327
   48287 -226.479  242.040   -9.388
   48288 -225.745  240.265  -10.950
   48289 -225.177  242.655  -11.542
   48290 -225.372  240.605  -10.434
   48291 -229.532  239.619  -12.262
   48292 -225.995  240.251  -11.338
   48293 -227.627  241.519  -12.447
   48294 -227.313  240.015  -13.896
   48295 -229.442  239.930  -12.632
   48296 -229.182  240.710   -8.573
   48297 -231.259  236.063  -13.555
   48298 -225.640  239.793  -16.030
   48299 -227.557  238.169  -14.061
   48300 -226.073  235.482  -16.226
   48301 -222.923  239.576  -13.264
   48302 -223.497  236.510  -13.836
   48303 -222.443  239.402  -13.426
   48304 -222.339  237.398  -10.472
   48305 -225.503  234.066   -9.844
   48306 -224.001  232.207   -8.209
   48307 -223.659  231.101   -6.370
   48308 -226.047  228.086   -3.347
   48309 -225.059  229.147   -6.110
   48310 -228.191  231.139   -5.561
   48311 -229.565  229.197   -5.239
   48312 -227.839  230.982   -4.942
   48313 -228.227  228.900   -1.219
   48314 -231.327  230.571   -6.360
   48315 -228.464  230.055   -7.379
   48316 -229.934  230.741   -9.487
   48317 -230.024  230.625   -7.502
   48318 -228.619  231.311   -5.169
   48319 -231.384  234.848   -8.610
   48320 -229.968  238.074   -8.613
   48321 -230.321  236.587   -7.644
   48322 -230.067  236.175   -5.737
   48323 -230.142  236.383   -5.492
   48324 -229.863  238.322   -3.947
   48325 -232.286  238.965   -3.646
   48326 -231.993  236.192    0.396
   48327 -232.803  235.547    1.686
   48328 -232.668  235.325    1.818
   48329 -233.708  234.344    3.275
   48330 -233.551  234.148    0.863
   48331 -237.030  231.836    3.077
   48332 -239.775  234.433    4.279
   48333 -238.686  234.347    1.857
   48334 -238.748  235.472   -0.090
   48335 -240.201  236.197    0.319
   48336 -235.857  233.656    0.826
   48337 -237.161  234.193    2.870
   48338 -237.189  233.927    3.563
   48339 -237.731  235.116    3.590
   48340 -240.702  235.418    2.348
   48341 -240.689  234.941    3.901
   48342 -239.743  235.866    5.567
   48343 -243.430  235.933    6.349
   48344 -242.255  237.558    3.597
   48345 -238.322  236.143    2.817
   48346 -236.908  234.751    2.426
   48347 -233.085  238.041    6.831
   48348 -233.290  235.274    6.709
   48349 -231.881  236.791    8.265
   48350 -230.618  236.242   12.545
   48351 -231.193  235.913    8.737
   48352 -227.656  233.762    7.799
   48353 -229.837  231.450    8.680
   48354 -230.026  231.827    6.481
   48355 -233.061  234.620    9.738
   48356 -229.139  229.763   11.777
   48357 -227.283  230.943   14.064
   48358 -228.296  231.716   15.528
   48359 -230.496  230.510   17.448
   48360 -230.262  230.297   17.958
   48361 -229.675  230.182   18.417
   48362 -229.439  230.708   19.785
   48363 -228.924  231.798   20.922
   48364 -229.414  233.361   21.917
   48365 -227.051  233.617   22.050
   48366 -227.100  233.402   18.199
   48367 -227.814  231.553   21.497
   48368 -223.316  232.166   19.572
   48369 -224.660  232.597   22.271
   48370 -226.609  231.453   19.087
   48371 -226.823  233.933   18.887
   48372 -225.852  234.276   16.747
   48373 -224.633  234.442   17.486
   48374 -222.096  233.095   18.036
   48375 -221.306  230.622   17.906
   48376 -222.853  234.213   16.584
   48377 -220.465  234.713   15.723
   48378 -221.925  237.891   13.861
   48379 -219.853  237.349   12.129
   48380 -216.961  234.082   15.263
   48381 -216.626  234.053   16.461
   48382 -216.556  231.216   15.817
   48383 -217.110  233.353   17.162
   48384 -213.107  233.188   18.629
   48385 -214.679  233.148   17.303
   48386 -213.262  232.703   20.131
   48387 -213.922  231.173   19.576
   48388 -212.944  235.475   15.483
   48389 -213.760  235.445   14.665
   48390 -211.248  236.311   12.467
   48391 -211.303  235.745   11.899
   48392 -209.607  239.867   16.811
   48393 -208.815  236.720   14.337
   48394 -211.109  236.479   11.361
   48395 -212.313  237.413   12.610
   48396 -211.545  234.797   14.121
   48397 -211.434  234.884   16.842
   48398 -211.775  235.697   17.463
   48399 -214.213  235.882   19.255
   48400 -211.593  236.800   18.979
   48401 -213.306  240.379   12.040
   48402 -213.683  236.129   13.177
   48403 -216.017  235.946    9.008
   48404 -213.631  238.276    9.138
   48405 -217.012  234.987   10.629
   48406 -218.218  236.422   12.642
   48407 -216.220  235.953   15.258
   48408 -215.570  235.902   15.170
   48409 -216.137  235.487   15.117
   48410 -219.108  236.494   13.251
   48411 -220.008  235.703   13.334
   48412 -220.225  233.555   11.538
   48413 -222.462  233.776   15.622
   48414 -224.258  233.954   15.405
   48415 -223.764  233.505   12.757
   48416 -224.399  233.732   14.697
   48417 -225.380  234.149   15.771
   48418 -220.899  232.384   17.241
   48419 -224.166  232.605   15.457
   48420 -225.656  235.141   13.017
   48421 -225.288  235.268   14.531
   48422 -224.676  234.738   13.771
   48423 -226.851  233.510   14.868
   48424 -224.098  231.712   17.724
   48425 -219.075  233.175   19.742
   48426 -220.862  232.080   21.930
   48427 -219.930  232.718   24.673
   48428 -219.805  236.045   25.258
   48429 -218.793  237.086   25.198
   48430 -217.231  237.667   26.097
   48431 -219.401  238.354   24.959
   48432 -217.082  236.945   23.997
   48433 -216.181  237.795   25.469
   48434 -217.573  236.350   24.362
   48435 -218.677  237.859   22.315
   48436 -217.546  237.419   22.118
   48437 -219.486  240.885   21.094
   48438 -216.226  239.675   18.560
   48439 -214.509  240.119   16.614
   48440 -215.523  238.928   14.739
   48441 -216.217  243.434   14.132
   48442 -215.634  238.827   16.275
   48443 -213.968  240.606   15.816
   48444 -211.144  236.584   13.133
   48445 -212.247  236.848   11.938
   48446 -215.238  237.515   14.183
   48447 -215.611  237.151   14.171
   48448 -219.723  239.519   13.932
   48449 -220.382  240.308   14.809
   48450 -222.986  238.253   12.106
   48451 -221.711  241.400   10.227
   48452 -220.862  241.851   14.519
   48453 -218.053  237.445   16.604
   48454 -218.646  236.968   18.235
   48455 -219.941  236.491   17.004
   48456 -218.621  238.758   14.967
   48457 -217.095  240.665   15.894
   48458 -218.641  238.164   13.984
   48459 -219.131  238.308   17.066
   48460 -216.670  237.707   16.139
   48461 -219.086  236.933   14.607
   48462 -220.213  241.379   10.166
   48463 -218.211  242.615    4.617
   48464 -218.623  242.154    4.821
   48465 -219.810  243.570    2.970
   48466 -222.278  246.628    0.846
   48467 -221.874  246.302    0.056
   48468 -220.150  246.189    0.241
   48469 -220.396  246.117    2.688
   48470 -219.700  248.501    2.568
   48471 -218.728  246.549    7.279
   48472 -218.543  243.327    6.649
   48473 -221.356  245.855    2.986
   48474 -216.507  243.798    1.961
   48475 -217.890  244.606    1.140
   48476 -216.480  245.493   -0.900
   48477 -219.521  244.421   -1.813
   48478 -219.813  242.267   -3.418
   48479 -217.943  244.162   -5.840
   48480 -216.990  243.338   -6.668
   48481 -217.827  246.710   -7.966
   48482 -212.943  244.709   -7.722
   48483 -212.124  243.482   -7.818
   48484 -211.715  244.774   -7.434
   48485 -213.252  244.027   -8.272
   48486 -211.888  245.194   -9.585
   48487 -211.350  247.078   -7.189
   48488 -212.511  245.523   -6.897
   48489 -214.527  247.498   -7.892
   48490 -216.790  245.857  -11.410
   48491 -216.226  244.427  -14.047
   48492 -213.560  243.548  -11.839
   48493 -215.950  243.850  -12.257
   48494 -215.571  242.368  -11.210
   48495 -219.234  240.263   -9.823
   48496 -216.389  241.270   -8.637
   48497 -216.834  243.791  -11.573
   48498 -215.262  243.671  -11.089
   48499 -213.819  244.627  -12.944
   48500 -213.566  246.980  -13.835
   48501 -213.761  244.157  -10.597
   48502 -212.960  246.781  -10.075
   48503 -210.049  248.143  -11.104
   48504 -210.046  247.343  -11.952
   48505 -211.658  250.017  -14.556
   48506 -212.179  247.451  -12.572
   48507 -211.226  246.821  -14.964
   48508 -210.442  247.341  -14.744
   48509 -211.849  246.443  -13.993
   48510 -212.942  247.390  -15.772
   48511 -211.834  249.111  -15.299
   48512 -215.782  247.892  -16.820
   48513 -213.195  246.202  -12.656
   48514 -215.447  244.905   -9.453
   48515 -215.520  244.674   -3.723
   48516 -213.476  242.894   -5.154
   48517 -214.687  243.111   -3.454
   48518 -214.199  245.596   -6.900
   48519 -218.123  246.426   -8.338
   48520 -217.892  243.598   -7.400
   48521 -219.344  242.449   -8.340
   48522 -219.009  244.503   -4.835
   48523 -217.848  243.260   -2.483
   48524 -216.936  246.947   -4.783
   48525 -218.514  243.946   -3.947
