#Frame      Mode1    Mode2    Mode3
     746  -15.418  190.239   72.556
     747  -16.999  190.201   74.696
     748  -15.198  189.104   70.798
     749  -17.930  190.569   71.074
     750  -17.412  189.690   73.662
     751  -17.927  187.499   73.395
     752  -17.124  185.778   73.902
     753  -18.595  188.649   76.247
     754  -19.778  188.971   76.399
     755  -19.171  187.380   77.340
     756  -18.328  187.543   79.990
     757  -15.188  187.584   80.773
     758  -15.869  187.567   75.983
     759  -13.500  189.549   72.912
     760  -11.890  189.651   74.595
     761  -15.267  193.979   74.712
     762  -14.658  188.407   71.031
     763  -11.529  190.635   74.724
     764  -14.268  189.753   76.178
     765  -16.542  186.804   76.299
     766  -17.821  190.211   76.527
     767  -14.414  188.751   73.548
     768  -13.500  189.839   71.887
     769  -11.873  189.895   71.557
     770  -12.341  189.746   74.851
     771  -11.230  191.095   76.097
     772  -13.407  192.447   74.594
     773  -15.051  191.140   76.988
     774  -15.389  190.567   80.011
     775  -17.948  191.696   79.113
     776  -19.758  190.812   79.058
     777  -19.392  187.470   81.037
     778  -16.771  188.426   80.685
     779  -15.054  189.489   80.523
     780  -16.504  191.133   82.485
     781  -18.298  189.599   84.573
     782  -22.254  188.683   86.680
     783  -23.488  187.404   89.397
     784  -24.267  186.472   90.435
     785  -22.632  190.282   90.036
     786  -25.118  188.456   90.531
     787  -26.542  189.066   91.605
     788  -26.628  191.247   90.793
     789  -24.265  192.293   87.075
     790  -21.536  190.701   89.449
     791  -19.260  190.728   83.347
     792  -20.687  187.731   87.571
     793  -19.929  187.191   87.580
     794  -20.471  185.925   88.169
     795  -20.872  183.989   83.475
     796  -20.213  187.136   83.945
     797  -24.203  185.462   79.210
     798  -25.227  184.623   83.175
     799  -24.814  187.263   82.424
     800  -23.325  186.446   83.462
     801  -22.568  183.477   80.832
     802  -24.699  184.038   78.884
     803  -25.582  186.090   82.399
     804  -27.154  184.543   81.690
     805  -26.630  185.295   84.734
     806  -28.585  184.515   84.717
     807  -27.471  186.898   80.928
     808  -27.038  183.416   85.571
     809  -26.387  183.844   83.810
     810  -28.185  186.995   85.381
     811  -27.063  187.907   84.926
     812  -25.936  187.705   84.392
     813  -26.963  184.392   85.492
     814  -22.820  187.611   84.043
     815  -22.697  184.717   87.458
     816  -21.567  184.159   85.796
     817  -23.435  181.833   86.318
     818  -23.069  182.488   84.501
     819  -19.977  181.317   88.260
     820  -23.262  180.137   91.364
     821  -20.913  182.198   93.329
     822  -18.122  181.839   89.793
     823  -18.145  184.031   90.549
     824  -20.264  181.031   94.725
     825  -19.562  183.504   92.424
     826  -23.126  186.065   95.702
     827  -22.570  181.954   95.391
     828  -21.653  177.248   94.572
     829  -21.863  178.184   95.904
     830  -25.082  180.343   97.215
     831  -26.555  184.209   94.218
     832  -26.241  183.622   93.038
     833  -22.873  181.386   94.244
     834  -26.213  182.557   95.414
     835  -25.577  184.163   93.726
     836  -25.200  183.295   89.454
     837  -24.223  182.640   89.401
     838  -24.285  184.027   88.082
     839  -25.464  181.357   88.441
     840  -27.492  180.979   85.611
     841  -27.209  184.511   86.684
     842  -26.816  183.585   89.915
     843  -27.782  184.146   89.347
     844  -30.016  185.466   89.157
     845  -27.291  183.624   88.677
     846  -29.295  185.794   89.750
     847  -25.534  187.128   89.437
     848  -26.002  186.378   90.518
     849  -30.831  186.549   90.392
     850  -29.234  183.681   88.776
     851  -26.975  182.994   89.860
     852  -26.028  184.006   88.602
     853  -28.314  185.333   89.835
     854  -27.151  186.019   88.336
     855  -26.532  186.812   86.517
     856  -25.122  183.868   85.429
     857  -26.949  184.757   86.183
     858  -24.978  185.482   86.153
     859  -23.320  186.123   86.875
     860  -25.441  185.609   88.393
     861  -24.996  184.519   87.006
     862  -22.417  182.430   86.191
     863  -25.727  184.366   86.656
     864  -25.124  185.114   85.158
     865  -26.544  186.129   88.996
     866  -28.009  187.672   85.600
     867  -25.444  186.580   85.366
     868  -27.354  187.507   83.542
     869  -28.194  183.864   88.363
